Jos tämä ei ole mahdollista , harkitse sovelluksesta rinnakkaista versiota , joka vaatii vähemmän muistia , Microsoft neuvoo .	NONE
Microsoftin kuluttajayksikön päälakimies Ryan Gavin ilmoitti uudesta nimestä maanantaina .	Ryan Gavin
Microsoftin Windows 8 epäonnistui pc-markkinoiden parantamisessa ja aiheutti jopa vain lisää vahinkoa , itsenäinen analyytikko Ben Thompson arvioi .	Ben Thompson
Hekkalan mukaan puhelimeen aiotaan myöhemmin päivittää Androidin uusin 5.0 eli Lollipop .	Hekkalan
– Perjantain tapahtumia lähetettiin pankkeihin kahteen kertaan , johtaja Juha Ahola SOK Rahoituksesta täsmentää .	Juha Ahola
Apple vahvisti sähköpostilla tiedon 18 vuotta Applella työskennelleen Greg Christien lähdöstä .	Greg Christien
Alun perin Sparkin piti kattaa myös harvaan asutut alueet , mutta operaattorin uusi toimitusjohtaja Marcelo Claure sanoi äskettäin , että verkonrakennus keskittyykin tiheästi asutuille kaupunkialueille , joissa verkkoihin on odotettavissa ruuhkia .	Marcelo Claure
— Meillä on noin 1,4 miljoonaa käyttäjää ja sähköpostiongelma koski näistä joitain kymmeniä , Nera sanoo .	Nera
Googlen oman seurannan mukaan hallitseva Android-versio on Jelly Bean , jonka jälkeen ilmestynyt KitKat on kakkosena .	NONE
Obama on kehottanut Sonya julkaisemaan elokuvan hyökkäyksestä huolimatta .	Obama
Pää kipeäksi ja silmät sikkaralle ?	NONE
"Näemme suurimmat mahdollisuudet kasvuun kyberturvallisuudessa ja "" internet of thingsissä "" , Fredrikson sanoo ."	Fredrikson
1. Huhu on väärä .	NONE
UrtheCastin pääjohtaja Scott Larson on joka tapauksessa kiitollinen venäläisille ja odottaa innolla kameroiden käyttöönottoa .	Scott Larson
Haittaohjelma vaikuttaa sovellukselta , jolla kansainvälisen kiistan aiheuttaneen elokuvan voi ladata katsottavaksi omalle Android-puhelimelleen , kertoo tietoturva-asiantuntija Graham Cluley blogissaan .	Graham Cluley
Kuluttajien ja Obaman hallituksen painostuksen alla operaattorit suostuivat lukituksen avaamiseen , mutta nämä kuitenkin vaativat ja saivat runsaan siirtymisajan .	Obaman
Dong Nguyen sai toisaalta runsaasti kielteistä palautetta niskaansa .	Dong Nguyen
Palkinto myönnettiin työstä , jonka Glenn Greenwald , Barton Gellman , Laura Poitras ja Ewan MacAskill ovat tehneet Snowdenin 10 kuukautta sitten toimittamista NSA:n sisäisistä tiedostoista The Guardian ja Washington Post -lehdille .	Glenn Greenwald, Barton Gellman, Laura Poitras, Ewan MacAskill, Snowdenin
Henrique de Castro vastasi Yahoossa myynnin , median ja liiketoiminnan kehittämisen strategisesta ja operationaalisesta johtamisesta .	Henrique de Castro
Sen jälkeen alustalle ei enää julkaista tietoturvakorjauksia .	NONE
– Olen tehnyt vaikean päätöksen , että operatiivisen johtajamme Henrique de Castron pitäisi lähteä yhtiöstämme .	Henrique de Castron
Välillä tavoite näytti mahdottomalta ja se laskettiinkin kuuteen miljoonaan .	NONE
Aukot näyttävät uhkaavan ainoastaan jo täysin vanhentuneen ja Microsoftin hylkäämän Windows XP:n käyttäjiä , mutta se on silti yhä laajassa käytössä ympäri maailmaa .	NONE
Googlen insinöörin päätös julkaista Windows 8.1 -haavoittuvuus oli Secunialla työskentelevän Kasper Lindgaardin mukaan virhe .	Kasper Lindgaardin
Vaikka pankkiautomaattien tietoliikenne kulkee OP:n Nikkasen mukaan eri reittejä kuin verkkopalvelun , poikkeuksellisen suuri hyökkäys haittasi myös niiden toimintaa .	Nikkasen
Suuria litium-ioniakkuja kehittävä A123 Systems syyttää Applea tärkeimpien insinööriensä ryöväämisestä ja viittä insinööriä kilpailunrajoitussopimustensa rikkomisesta , uutistoimisto Reuters kirjoittaa .	NONE
Uskon , että Googlelta saatu ehdotus pitkien ja vaikeiden neuvottelujen jälkeen pystyy nyt puuttumaan komission huoliin , Almunia sanoo tiedotteessa .	Almunia
Mukana oli Nipen väitteiden mukaan poliitikkoja , turvallisuusasiantuntijoita sekä toimittajia .	Nipen
Defenderillä mennään , johtaja vahvistaa monien pettymykseksi .	NONE
Nadella kasvatti yksikön liikevaihtoa tukevasti noustuaan sen johtoon .	Nadella
Piilaakson palkkariita sammahti rahalla	NONE
Lentosuunnitelmaa paluuta varten oli pakko muuttaa aiottua jyrkemmäksi teknisen vian takia .	NONE
Applen tapa jättää avoimeksi väärinkäytön mahdollisuuden .	NONE
Tästä kertoo muun muassa hänen tviittaamansa viesti :	NONE
Tunnetuimpia entisiä applelaisia on Doug Field , joka vastasi Macin laitesuunnittelusta ja nyt johtaa uusien autojen kehitystä Teslalla .	Doug Field
– Jos meille valitetaan nettikiusaamisesta , kyselemme tapauksesta lisää ja tavallisesti lähetämme viestin kiusaajalle , sanoo Forss .	Forss
Tämän vuoden malleissa 85 prosentissa on peruutuskamera vakiona tai optiona .	NONE
Kaikki päätökset hyväksyi Nokian johtokunta , jonka jäsen olin itsekin , Elop vastasi .	Elop
Esimerkiksi TeliaSonera tekee etäpäivityksiä pääasiassa vain viidesosaan kuluttaja-asiakkaidensa modeemeista , joilla on käytössään yhtiön Viihde-palvelu ja siihen liittyvä laite , kertoo Arttu Lehmuskallio .	Arttu Lehmuskallio
Asiasta uutisoi CNBC .	NONE
Tunnistusta pitäisi auttaa , jos osa pyyhkäistyistä rekisteröinnin yhteydessä hieman sivuttain .	NONE
"Teksti on hiukan outo ottaen huomioon , että Samsung on yrittänyt herätellä "" uutta keskustelua terveydestä "" jo jonkin aikaa muun muassa uuden Gear Fit -urheilurannekkeensa avulla ."	NONE
Ei ole myöskään selvää , löytyykö toistaiseksi paljastamattomista NSA-papereista tietoa , joka voisi horjuttaa suurvaltasuhteita esimerkiksi Yhdysvaltojen , Venäjän tai Kiinan välillä .	NONE
Kasvua kertyi nyt yhdeksän prosenttia .	NONE
Yhtiön johtaja Amit Singh valotti keinoja Business Insiderille .	Amit Singh
Suuria verkko-operaattoreita edustava , FCC:n entinen puheenjohtaja Michael Powell nousi heti barrikadeille Wheelerin esitystä vastaan .	Michael Powell, Wheelerin
Kauppahinta on 60 miljoonaa dollaria ( 52 miljoonaa euroa ) , ja sen uskotaan näkyvän F-Securen tämän vuoden tuloksessa 20 miljoonan euron ylimääräisenä liikevoittona .	NONE
Nintendoa ennen Iwataa peräti 53 vuotta vetänyt Hiroshi Yamauchi kuoli viime vuoden marraskuussa .	Iwataa, Hiroshi Yamauchi
Syyrian vallassa olevaa presidentti Assadia tukeva , lyhenteellä SEA tunnettu ryhmä ilmoitti omalla Twitter-tilillään olleensa vastuussa CNN:n politiikkasivujen , Twitter-tilin ja Facebook-tilin murtamisesta .	Assadia
Tällä hetkellä Sonyn älypuhelimissa käytetään pelkästään Googlen Android-käyttöjärjestelmää , mutta Sony Mobile Europen johtaja Pierre Perron vahvisti TechRadarille , että Sony miettii aktiivisesti myös Windows Phone -laitteita .	Pierre Perron
Toinen yritys OneStopParking.com kertoi Krebsille tämän kysyessä , että myös he ovat vahvistaneet , että järjestelmiin on murtauduttu .	Krebsille
Tizen-organisaatio on ilmoittanut pitävänsä lehdistötilaisuuden MWC:N aattona .	NONE
Siinä on vajaan neljän tuuman kosketusnäyttö , ja käyttäjää tervehtii maltilla räätälöity Android-käyttöjärjestelmä .	NONE
Vanhimpien päivitys uusiin on odotettavissa 3—4 vuoden sisällä ja käyttöjärjestelmäpäivityksiä jo sitä ennen .	NONE
Luulenpa , että eläminen pohjoisessa hyvinvointivaltiossa olisi ollut hänellä rankkaa , Cord puntaroi .	Cord
Nokian entinen toimitusjohtaja Stephen Elop oli spekulaatioissa kärkipaikoilla , mutta hänen tähtensä näyttää himmenneen .	Stephen Elop
"Snowden korosti poikkeuksellisessa haastattelussa , että hän toimi "" selvästi ja yksiselitteisesti yksin , ilman apua keneltäkään puhumattakaan valtioista "" ."	Snowden
Esityksen ydinkohta on se , että internetin sääntely siirretään televiestintälain toiseen kategoriaan , jossa FCC:llä on suuret valtuudet .	NONE
Jo ennen Apple-kaupan vahvistumista Beats haastettiin oikeuteen , kun kaksi yhtiön entistä taustahahmoa koki jääneensä vaille asianmukaisia rahojaan .	NONE
IDC:n mukaan Lenovo on jatkanut aggressiivisesti leveällä tuotetarjonnalla , joustavalla toiminnalla ja kiinnittämällä huomioita kanavien kehittämiseen .	NONE
Uusissa tietosuojakäytännöissä Facebook ottaa oikeudet kerätä ja jakaa käyttäjistään enemmän tietoja kuin ehkä koskaan aiemmin .	NONE
Myös Facebookille on ennustettu kurjia aikoja , koska etenkin teini-ikäisten kiinnostuksen palvelua kohtaan on usein arvioitu olevan laskussa .	NONE
Kyberturvallisuuskeskus huomauttaa , että ainakin joissain laiteversioissa takaovi on auki lähiverkon lisäksi myös julkiseen internetiin .	NONE
— Jos myyt laitteita , ei ole aina sinun etusi , jos asiakas saa tietää eroista , Knuutinen sanoo .	Knuutinen
Sykemittarin käyttö on helppoa .	NONE
Pirttilahti toteaa , että F-Secure käyttää omassa pilvipohjaisessa Freedome-yksityisyyssovelluksessaankin VPN-tekniikoita .	Pirttilahti
TeliaSonera ilmoitti perjantaisessa tiedotteessaan , että yhtiöön on perustettu uusi Group Corporate Development -johtajavakanssi ja siihen on nimitetty Henriette Wendt .	Henriette Wendt
Nestin perustivat vuonna 2010 insinöörit Tony Fadell ja Matt Rogers , joilla oli tärkeä asema Applen iPodin ja iPhonen aikaisessa kehitysvaiheessa , San Jose Mercury News raportoi .	Tony Fadell, Matt Rogers
Nokia raportoi tulostietonsa jatkossa segmenttiä koskien : Networksin Mobile Broadband ja Global Services -yksiköt , Here ja Technologies .	NONE
Koumin luvuista tviitannut mobiilianalyytikko Benedict Evans arveli , että WhatsAppin viestimäärä on saattanut ohittaa koko maailman tekstiviestien lukumäärän .	Koumin, Benedict Evans
Tähän asti varoituksia ei ole kuitenkaan luokiteltu niiden aiheuttaman uhkan mukaan .	NONE
Nadella kertoo sähköpostissaan myös henkilökohtaisesta elämästään .	Nadella
Siis sellaiseen , jossa musiikki on soittimen muistilla tiedostoina .	NONE
Virheiden löytämiseen tarvittiin teini-ikäinen tutkija Indrajeet Bhuyan , joka raportoi havaintonsa tietoturvayhtiö Sophokselle .	Indrajeet Bhuyan
Obama ei ollut kuitenkaan lopettamassa seurantaohjelmaa .	Obama
FCC:n puheenjohtaja Tom Wheeler paljasti keskiviikkona Wired-julkaisussa pääosat ehdotuksestaan internetin sääntelyksi .	Tom Wheeler
Taiteen ja käsityöesineiden myymäläketju Michaels Companies varoitti asiakkaitaan mahdollisesta tietomurrosta viikonloppuna .	NONE
Se tapahtuu hänen veikkauksensa mukaan vuonna 2016 .	NONE
New Yorkin poliisilaitoksen suuri tutkintaosasto on ryhtynyt testaamaan , kuinka Googlen virtuaalilaseja voitaisiin käyttää kenttätyössä .	NONE
Väyrysen mukaan sellaiset tunnukset , joissa oli piste , ja vastaavat tunnukset , joissa ei ollut pistettä menivät uudistuksessa sekaisin .	Väyrysen
Yahoon muista esittelemistä konsepteista hätkähdyttävin on opiskelijaprojekti Paddle , jossa lainaillaan – ei Rubikin kuutiota – , vaan Rubikin littanaa Magic-pulmapeliä älypuhelimen pienen pinta-alan käyttämiseksi tehokkaasti hyväksi .	Rubikin
Laite perustuu rakentelijoiden suosimiin Arduino- tai Teensy-piireihin .	NONE
Sonyn soittimessa se on taattu .	NONE
Avoimen verkon liikennettä seuranneen Nipen mukaan kongressin osanottajat muun muassa hakivat tapahtuman aikana tietoja metsävaelluksesta , käyttivät Skypeä sekä selailivat eBay- ja Blocket-verkkokauppoja .	Nipen
Snowden sanoi myös muun muassa , että kaikki vakoilu ei ole pahasta ja hän sanoi uskovansa vahvan end to end -salauksen olevan edelleen turvallinen .	Snowden
Jos asiasta haluaa tehdä rikosilmoituksen , se onnistuu henkilökohtaisesti paikallispoliisissa tai poliisin sähköisen rikosilmoituksen kautta verkossa .	NONE
Akussa on kapasiteettia mainiot 8000 milliampeerituntia .	NONE
– Prime Air -tiimi lentotestaa jo ilma-alustemme viidettä ja kuudetta sukupolvea , ja olemme suunnittelemassa sukupolvia seitsemän ja kahdeksan , Bezos kirjoittaa muun muassa TechCrunchin mukaan .	Bezos
Lindgaardin mukaan Microsoftille ei annettu riittävästi aikaa korjata aukkoa .	Lindgaardin
Kavala kiristysohjelma piiloutuukahden verkon taakse	NONE
Selain julkistettaneen tammikuun lopulla , arvioi The Verge -verkkolehti .	NONE
— Yön aikana oli jonkun verran kuormaa .	NONE
Rap-artisti Jay Z , oikealta nimeltään Shawn Corey Carter , on ostanut musiikin suoratoistoon keskittyneen norjalaisen Wimpin 464 miljoonalla Norjan kruunulla eli 52,5 miljoonalla eurolla .	Jay Z, Shawn Corey Carter
Elop ei ottanut suoraa kantaa Nokia X -Android-puhelimien tulevaisuuteen .	Elop
Puhelimet ovat nyt yksi osa Microsoftin suurta tuoteperhettä .	NONE
Myös Sonera ja DNA ovat rakentamassa 800 megahertsin peittoa taajuuksien jakoa varten käydyn omituisen huutokauppaprosessin päätteeksi .	NONE
"Siellä voi klikata "" Check Now "" -nappia , mikä tarjoaa tiedot oman Flash Player -asennuksen tilanteesta ."	NONE
Paypal-maksuhuijaukset leviävät Suomessa — Varo näitä verkko-ostajia	NONE
Microsoftin nykyinen toimitusjohtaja Steve Ballmer on ilmoittanut jättävänsä viimeistään elokuussa .	Steve Ballmer
Hekkalan mukaan yhtiö on kehittänyt välineet , joiden avulla myös ulkopuoliset sovelluskehittäjät voivat kehittää kahta näyttöä hyödyntäviä sovelluksia .	Hekkalan
Cordin mukaan Ollila tiesi , että hänen vanha kollegansa oli vapaa ja tutkaili tulevaisuuttaan , joten niinpä hän soitti tälle .	Cordin, Ollila
Teatteritilassa puhelimen hyvin himmeällä näytöllä näkyy vain Nokian ajoilta tuttu kellonaika .	NONE
Satojen oppilaiden kesken jaettu nopeakin kotitason laajakaista merkitsee , että koululaisen yhteys yltää vain vanhan modeemiyhteyden tasolle .	NONE
Päässä alkaa soida Ultra Bran kappale Ilmiöitä , kun lukee listaa Suomen viime vuoden myydyimmistä videopeleistä .	NONE
Urheilijan etunimi kuulostaa erittäin suomalaiselta , ja pian selviääkin , että Raija Ogden on alkujaan suomalainen .	Raija Ogden
Vaihdon syy ei ole Yhdysvaltojen ja Venäjän talouspakotteet vaan tietoturva , sanoo hallituksen edustaja .	NONE
Silloin toimitusjohtaja Steven Martin kertoi , että Microsoftin Windows Azuren hinnat laskennan , tallennuksen ja tiedonsiirron osalta mukautetaan AWS:n hintoihin .	Steven Martin
Kuva levisi nopeasti useissa blogeissa , muun muassa BGR:ssä ja Ubergizmossa .	NONE
Johtuen järjestelmämme virheestä , aiheutimme vääriä ilmoituksia tulosten poistamisesta joillekin hauille , mutta tulokset itsessään ovat ja olivat muuttamattomia Kiinan ulkopuolella , Bing-johtaja Stefan Weitz vakuutti The Registerille .	Stefan Weitz
Todennäköisesti B-suunnitelmana olemassa ollut Android-projekti on jäänyt elämään omaa elämäänsä internetissä , mutta laitteita ei ikinä nähdä .	NONE
Snowdenin vastaukset julkaistaan Freesnowden-sivustolla .	Snowdenin
Vaikka mainostajat eivät voi kohta enää tehdä mainoksia , joiden päätarkoitus on esitellä käyttäjän tykkäyksiä , he voivat tehdä mainoksia , jotka sisältävät ihmisten tykkäyksiä ja naamakuvia , kunhan kyseiset ihmiset eivät ole mainoksen pääasia .	NONE
Meistä on tulossa paljon parempia saamaan oikea sisältö oikealla laadulla , mutta täysin automaattiseen järjestelmään on vielä pitkä matka , Netflixin tuotejohtaja Neil Hunt kertoi Digitodaylle haastattelussa .	Neil Hunt
Tämä olisi melko iso irtiotto muihin mobiilikäyttöjärjestelmiin ja herättää kysymyksen , olisiko Nokialla ( ollut ) varaa esitellä kovin erilaista käyttölogiikkaa .	NONE
Tehdään siitä datakomentokeskus , Applessa tuumittiin .	NONE
Brian Krebs haistoi kaksi luottokorttivarkautta oikein .	Brian Krebs
Liikevaihtoennakko tälle neljännekselle pettymys	NONE
– Ei ole tarkoitus kasvattaa päälukua mitenkään räjähdysmäisesti , Stén sanoo .	Stén
Rovion jatko on suuri kysymys , johon vaikuttaa useampi asia .	NONE
Lisää todisteita vaaditaan	NONE
Summan katsotaan ennakoivan kovaa kilpailua , sillä osallistumismaksun suuruus on suorassa suhteessa siihen , kuinka suuresta taajuuskaistasta operaattori pääsee huutamaan .	NONE
Ne molemmat saavat käyttäjänsä näyttämään hassulta , mutta ne poikkeavat toisistaan .	NONE
Yhden mukaan Bocking sai potkut , ja koko BBM-ryhmä runtataan yhteen yritysyksikön kanssa .	Bocking
Googlen videoapu vetelee viimeisiään	NONE
Urheilu taas tarkoittaa Suomen tapauksessa lähinnä NHL- ja KHL-jääkiekkoa .	NONE
Lähetystä voi seurata täältä .	NONE
Lue lisää Siilasmaan kommentteja .	Siilasmaan
F-Securen toimitusjohtaja Christian Fredriksonin mukaan Younitedin myynti oli taloudellisesti perusteltua .	Christian Fredriksonin
Myös 26. helmikuuta esiintyvä IBM:n pääjohtaja Virginia Rometty on yksi tapahtuman pääpuhujista .	Virginia Rometty
— Oma laboratorio maksaisi ison omakotitalon hinnan , satoja tuhansia .	NONE
Euroopan viidellä suurella markkinalla Windows Phonen markkinaosuus oli 8,1 prosenttia .	NONE
Sullivanin mukaan murto viittaa siihen , että isku Targetiin oli huomattavasti pelkkää kassakoneisiin ujutettua haittaohjelmaa syvempi .	Sullivanin
Intia antoi Vodafonen mätkyille puolen vuoden lisäajan	NONE
Siksi onkin syytä katsastaa myös StatCounterin luvut käyttöjärjestelmien osuuksista .	NONE
Forshaw ei ole täysin selvillä , koskeeko haavoittuvuus myös muita Windows-versioita .	Forshaw
Samaan aikaan iPhone-toimitukset kasvoivat 39,3 miljoonasta 74,5 miljoonaan .	NONE
Nyt on käynyt ilmi , että samassa yhteydessä vietiin muitakin tietoja , jotka koskevat tämänhetkisen arvion mukaan 70 miljoonaa asiakasta .	NONE
Googlelta kaupan vahvistus tuli Google+:n vetäjältä Bradley Horowitzilta .	Bradley Horowitzilta
Hampurilainen tuomioistuin myönsi , ettei Google ole ottanut Max Mosley -kuvia , mutta piti sitä niiden levittäjänä , uutisoi muun muassa The Independent .	NONE
Teknologiayhtiö Nokian hallituksen puheenjohtaja Risto Siilasmaan mukaan yhtiön toimitusjohtajaksi oli useita ehdokkaita sekä Nokian sisä- että ulkopuolelta .	Risto Siilasmaan
"Suomen Samsungilla ei ollut antaa aamupäivällä paikallista tietoa , mutta asiaan luvattiin palata , kunhan "" Ruotsissakin herätään "" aamuun ."	NONE
"> "" I've got to give it to Kim Dotcom , he's the most talented person out there ."	Kim Dotcom
Tämä ei ole sellainen asia , josta viranomaisten pitäisi huolehtia yritysten tai organisaatioiden puolesta , eikä sitä voi ulkoistaa , sanoo Hyppönen .	Hyppönen
Musk selvittää , että lisäsuojaukselle ei olisi tarvetta , koska Model S on ilmankin hyvin turvallinen .	Musk
"Lenovo nöyränä : "" Me mokasimme """	NONE
Farley kehuskeli gps-tiedoilla , joita Ford kerää , mutta vakuutti , ettei yhtiö luovuta niitä kenellekään .	Farley
Gavin myönsi , että oikeuden päätös vaikutti nimenmuutokseen , mutta yritti pukea oikeustappion markkinointitempuksi , Cnet kirjoitti .	Gavin
New York Timesin Farhad Manjoo sanoi HoloLensin muistuttavan laskettelulaseja .	Farhad Manjoo
Samsung julkaisee uuden Galaxy S6 -lippulaivamallinsa maaliskuun alussa .	NONE
Snowdenin julkaiseman lausunnon mukaan palkinto osoittaa oikeutetuksi uskon siihen , että ihmisillä on rooli valtion hallinnossa .	Snowdenin
Kyberhyökkäykset on myös helppo kiistää , muistuttaa Hyppönen .	Hyppönen
NSN ilmoitti torstaina toimittavansa Venäjän kolmanneksi suurimmalle matkapuhelinoperaattorille Vimpelcomille Flexi-tukiasemia ja NetAct-verkonhallintaohjelmistoja .	NONE
Mark Zuckerbergkin oli vasta 16-vuotias .	Mark Zuckerbergkin
Joukkorahoituksella alkunsa saanut älykello saavutti miljoona myytyä kappaletta viime vuoden viimeisenä päivänä , The Verge kertoo .	NONE
Loka-joulukuun liikevoittoprosentti ( ei-IFRS ) oli 7,3 prosenttia miinuksella .	NONE
Egyptin viranomaisten sanotaan uhkaavan pidätyksellä ihmisiä , jotka levittävät presidenttiehdokkaaksi asettunutta kenraali Abdul Fattah al-Sisiä herjaavia Twitter-viestejä .	Abdul Fattah al-Sisiä
Haittaohjelma näyttää olevan lähes identtinen toisen verkossa myytävän haitakkeen BlackPOSin kanssa .	NONE
Mutta monien mielestä Eich meni liian pitkälle , kun hän aktiivisesti tuki rahalla homoliittojen kieltämistä .	Eich
Kankarin mukaan sama onnistuisi myös Windows-koneilla tarkoitusta varten muutetulla laitteella .	Kankarin
Lisäksi jo täynnä olevilla Android-markkinolla on kovin vähän tilaa uusille kilpailijoille .	NONE
Ainakin Karjalainen oli mukana löytämässä myös viime kevään Heartbleed-haavoittuvuutta OpenSSL:stä .	Karjalainen
Yritys sanoo Computerworldin kirjoituksessa ryhtyneensä toimiin asiakkaiden tietojen turvaamiseksi , mutta se ei kerro aikovansa lisätä salausta sovellukseen .	NONE
Huumepoliisin rajatyökaluna alkanut valvonta on levinnyt myös muualle ja muiden poliisivirastojen käyttöön .	NONE
Hyppönen : Lizard Squadin viesti jää epäselväksi	Hyppönen
Mutta Agrawal on jatkanut ahkeraa tviittailuaan myös sunnuntaina , tällä kertaa usean valokuvan kera .	Agrawal
Ongelman varsinainen ratkaisu oli Qualcommin 3g/4g-essentiaalipatenttien jakaminen muihin lisensseihin Kiinassa .	NONE
Sähköinen istuntokäsittely käsittää istuntosovelluksen , joka tuottaa sähköisen asialistan .	NONE
– Tämä nostaa päivänvaloon vielä uuden tavan , jolla valtion turvallisuuselimet pyrkivät hiljaisesti vahvistamaan omaa valtaansa uuden teknologian avulla , ACLU:n analyytikko Jay Stanley sanoi asiasta kirjoittaneelle Guardianille. .	Jay Stanley
Sen käytössä kannattaa kuitenkin olla varovainen .	NONE
"F-Securea ei voi tästä syytää , sillä yhtiön käyttämä "" jos et maksa tuotteesta , olet itse tuote "" -argumentti on validi ."	NONE
Maailmanlaajuisessa yhteisessä ajanmäärittelyssä käytetään atomikellojen keskiarvoa .	NONE
Sydänverivuodon jälkeen : Salauskirjastossa lisää korjattavaa	NONE
Näiden tarjousten määrä on tuskin ainakaan laskussa , sillä Nokia N1 -tabletin kaksi ensimmäistä valmistuserää myytiin loppuun saman tien .	NONE
Juha Aholan mukaan sopimukset yleensä korvaavat välittömät rahalliset vahingot , joita ei tässä tapauksessa ole S-ryhmälle varsinaisesti aiheutunut .	Juha Aholan
Neiman Marcusiin murtauduttiin jo viime kesänä , mutta myymäläketju huomasi asian vasta joulukuussa , The New York Times kertoo .	NONE
Kyseinen päivitys MS14-002 puuttuu vihdoin jo marraskuussa havaittuun ja niin sanottuun nollapäivän haavoittuvuuteen .	NONE
Vaadimme , että palveluntarjoajat mahdollistavat kaikille vapaan internetin , kuten heidän kuuluisi , Netflixin tiedotteessa sanotaan .	NONE
Mikä huutokauppa : 341 kierrosta - 45 miljardia dollaria	NONE
– Jos hän ei lähettänyt sitä – jos Google lähetti sen ilman hänen lupaansa ja hänet vangittiin sen vuoksi – Google voi joutua merkittävällä tavalla vastuuseen , Shear sanoi ABC Newsille .	Shear
– Tämä on ensimmäinen osoitus konseptista , jossa kokonaan automatisoidut itseorganisoituvat ja itseoptimoituvat monen toimittajan mobiilibackhaul-verkot käyttävät ohjelmistollisesti määritettyä verkkoa hallintakerroksena , Nokia Networksin teknologiajohtaja Hossein Moiin sanoi tiedotteessa .	Hossein Moiin
Yhdysvallat on syyttänyt iskusta Pohjois-Koreaa , mutta monet epäilevät väitettä .	NONE
Harva uskoi ensimmäisen iPhonen julkistuksen yhteydessä Applen jättimenestykseen .	NONE
Microsoft aikoo kutsua seuraavaa isompaa Windows-päivitystään nimellä Windows 9 , väittää Winsupersiten Paul Thurrott .	Paul Thurrott
60 prosenttia tutkituista sovelluksista sisälsi haavoittuvuuksia .	NONE
IPhone 6 Plus oli viidenneksi eniten aktivoitu laite , The Register kirjoitti .	NONE
Thompson sanoi Microsoftin tiedotteessa , että hallitus oli yksimielinen Nadellan nimityksestä .	Thompson, Nadellan
Professori Stephen Hawking pelkää , että tekoäly tulee tällä vuosisadalla yllätyksenä ihmisille eikä lainkaan myönteisenä sellaisena .	Stephen Hawking
Intiassa asuva Laxman Muthiyah huomasi , että Facebook sallii minkä tahansa julkisen valokuva-albumin hävittämisen pienellä koodin pätkällä ja käyttämällä hyväksi erästä Facebookin ohjelmointirajapintaa .	Laxman Muthiyah
MIT:n kvanttimekaniikan professori Seth Lloydin mukaan NSA:n huomion kohde on oikea :	Seth Lloydin
Aikajärjestyksessä olevan syötteen saa näkyviin valitsemalla kolmesta palkista koostuvan asetusvalikon ( yllä olevassa kuvassa vaaleanpunaisena ) ja valitsemalla täältä syötteet-kohdasta uusimmat ( niin ikään vaaleanpunaiseksi värjätty ) .	NONE
Viime vuonna Ive ajoi Christien ylitse , kun hän ryhtyi komentamaan myös ohjelmistosuunnittelua .	Ive, Christien
Mobiililaitteet kerryttivät Facebookille viimeisellä neljänneksellä 1,25 miljardin edestä mainosdollareita .	NONE
Knuutinen huomauttaa , että laitteiden välillä voi olla yksilövaihtelua .	Knuutinen
Kun tiedelehden kansikuvia mahtuu 2000 kappaletta suolakiteeseen , ollaan erikoisten ja potentiaalisesti mullistavien asioiden äärellä .	NONE
Uuden teknologian käyttäminen luo mielikuvan innovatiivisuudesta ja johtajuudesta , käy ilmi Journal of Product Innovation Management -lehdessä julkaistusta tutkimuksesta .	NONE
Risto Siilasmaa keskittyy jatkossa rooliinsa Nokian hallituksen puheenjohtajana .	Risto Siilasmaa
Nykykoneista levykeasemaa harvemmin enää löytyy , mutta varsinkin vähänkin vanhemmista sellaisen voi vielä bongata .	NONE
Presidentti Bushin kylpyammemaalauskaappari jäi kiikkiin	Bushin
Tietovuotaja Edward Snowdenin paljastama massiivinen urkintaskandaalihan puhkesi julkisuuteen juuri tiedolla , jonka mukaan NSA oli kerännyt miljoonien Verizonin asiakkaiden teletiedot .	Edward Snowdenin
Se sallisi Applen nostaa kanteita , jos Samsungin tuotteet muistuttavat liikaa Applen tuotteita tavoilla , jotka olisi mahdollista kiertää suunnittelulla , Florian Müller painottaa .	Florian Müller
Yotan toimitusjohtaja Vladislav Martinov sanoi , että Kiinaa varten puhelimesta on tehty versio , joka tukee paikallisia lte-taajuuksia .	Vladislav Martinov
Niiden hallinta halutaan ilmeisesti pitää tietyllä etäisyydellä konsernin johtoryhmästä , johon Stenmarkia ei nimitetty .	Stenmarkia
Zuckerberg ennusti , että tulevaisuudessa Internet.orgin kaltaisesta sovelluksesta tulee normaali käytäntö operaattoreille .	Zuckerberg
Rautanen näkee huhujen taustalla kolme vaihtoehtoa .	Rautanen
"Syyllisyydentunto johti Flappy Birdin tappamiseen : "" Pelistä tuli ongelma """	NONE
Nokia , joka on ollut aktiivinen matkapuhelinverkkojen radio- ja palveluosioiden virtualisoinnissa , sanoo tiedotteessaan , että matkapuhelinverkkojen runko-osuuden jättäminen automatisoinnin ulkopuolelle loisi toimintaan pullonkaulan .	NONE
Mutta sopuratkaisua rikottaessa FTC voi sakottaa yritystä jopa 16\_000 dollarilla jokaista rikkomuksen alaista asiakasta kohden .	NONE
Mitä mieltä Netflix on tällaisesta toiminnasta ?	NONE
Nimimerkki evleaksin kuvat antavat lisää aihetta spekuloinneille .	evleaksin
Yhtiön johtajan Doron Myersdorfin mukaan useat puhelinvalmistajat Yhdysvalloista , Etelä-Koreasta , Kiinasta ja Japanista ovat jo aloittaneet neuvottelut joko tekniikan käytöstä yksinoikeudella tai sen lisensoinnista .	Doron Myersdorfin
